automatically_acquired,cas_number,needed,pair_id,status
False,61771-84-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SVQWSOXBNXJGQK-UHFFFAOYSA-N,not_satisfied
False,10029-04-6,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SYGAXBISYRORDR-UHFFFAOYSA-N,not_satisfied
False,61868-90-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SZPCILWZDHUKLW-UHFFFAOYSA-N,not_satisfied
False,1888-57-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-TUIWMHDSXJWXOH-UHFFFAOYSA-N,not_satisfied
False,17312-49-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-TVGNRLXIJXKVGD-UHFFFAOYSA-N,not_satisfied
False,2705-87-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-TWXUTZNBHUWMKJ-UHFFFAOYSA-N,not_satisfied
False,62199-73-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-TXGUYEKSMHZHSB-UHFFFAOYSA-N,not_satisfied
False,57282-45-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-TXTBETUBCFNUNQ-UHFFFAOYSA-N,not_satisfied
False,6739-34-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UBEVLTHYAFYOEU-UHFFFAOYSA-N,not_satisfied
False,2050-09-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UBLAMKHIFZBBSS-UHFFFAOYSA-N,not_satisfied
False,23079-65-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UCEBQYXBQBLMSB-UHFFFAOYSA-N,not_satisfied
False,24717-85-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UCFQYMKLDPWFHZ-UHFFFAOYSA-N,not_satisfied
False,19489-10-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UDDVMPHNQKRNNS-DTWKUNHWSA-N,not_satisfied
False,4728-82-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UECFOOSFSUDPOR-UHFFFAOYSA-N,not_satisfied
False,62198-58-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UEZAASCWBAVHRO-UHFFFAOYSA-N,not_satisfied
False,21983-72-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UFQBSPGKRRSATO-UHFFFAOYSA-N,not_satisfied
False,110-93-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UHEPJGULSIKKTP-UHFFFAOYSA-N,not_satisfied
False,66256-39-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UHJJSHWWLQIIOU-UHFFFAOYSA-N,not_satisfied
False,1134-62-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-UKAMWVYNAVUZEA-UHFFFAOYSA-N,not_satisfied
